S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
11776,09/05/2020,Tamil Nadu,6009,4364,1605,40
11777,10/05/2020,Tamil Nadu,6535,4667,1824,44
11778,11/05/2020,Tamil Nadu,7204,5198,1959,47
11779,12/05/2020,Tamil Nadu,8002,5898,2051,53
11780,13/05/2020,Tamil Nadu,8718,6523,2134,61
11781,14/05/2020,Tamil Nadu,9227,6987,2176,64
11782,15/05/2020,Tamil Nadu,9674,7368,2240,66
11783,16/05/2020,Tamil Nadu,10108,7438,2599,71
11784,17/05/2020,Tamil Nadu,10585,6973,3538,74
11785,18/05/2020,Tamil Nadu,11224,6974,4172,78
11786,19/05/2020,Tamil Nadu,11760,7273,4406,81
11787,20/05/2020,Tamil Nadu,12448,7469,4895,84
11788,21/05/2020,Tamil Nadu,13191,7222,5882,87
11789,22/05/2020,Tamil Nadu,13967,7591,6282,94
11790,23/05/2020,Tamil Nadu,14753,7527,7128,98
11791,24/05/2020,Tamil Nadu,15512,7918,7491,103
11792,25/05/2020,Tamil Nadu,16277,7842,8324,111
11793,26/05/2020,Tamil Nadu,17082,8233,8731,118
11794,27/05/2020,Tamil Nadu,17728,8259,9342,127
11795,28/05/2020,Tamil Nadu,18545,8503,9909,133
11796,29/05/2020,Tamil Nadu,19372,8679,10548,145
11797,30/05/2020,Tamil Nadu,20246,8779,11313,154
11798,31/05/2020,Tamil Nadu,21184,9024,12000,160
11799,01/06/2020,Tamil Nadu,22333,9403,12757,173
11800,02/06/2020,Tamil Nadu,23495,10141,13170,184
11801,03/06/2020,Tamil Nadu,24586,10683,13706,197
11802,04/06/2020,Tamil Nadu,25872,11348,14316,208
11803,05/06/2020,Tamil Nadu,27256,12134,14902,220
11804,06/06/2020,Tamil Nadu,28694,12700,15762,232
11805,07/06/2020,Tamil Nadu,30152,13506,16395,251
11806,08/06/2020,Tamil Nadu,31667,14399,16999,269
11807,09/06/2020,Tamil Nadu,33229,15416,17527,286
11808,10/06/2020,Tamil Nadu,34914,16282,18325,307
11809,11/06/2020,Tamil Nadu,36841,17182,19333,326
11810,12/06/2020,Tamil Nadu,38716,17662,20705,349
11811,13/06/2020,Tamil Nadu,40698,18284,22047,367
11812,14/06/2020,Tamil Nadu,42687,18881,23409,397
11813,15/06/2020,Tamil Nadu,44661,19679,24547,435
11814,16/06/2020,Tamil Nadu,46504,20681,25344,479
11815,17/06/2020,Tamil Nadu,48019,20709,26782,528
11816,18/06/2020,Tamil Nadu,50193,21993,27624,576
11817,19/06/2020,Tamil Nadu,52334,23068,28641,625
11818,20/06/2020,Tamil Nadu,54449,23512,30271,666
11819,21/06/2020,Tamil Nadu,56845,24825,31316,704
11820,22/06/2020,Tamil Nadu,59377,25866,32754,757
11821,23/06/2020,Tamil Nadu,62087,27181,34112,794
11822,24/06/2020,Tamil Nadu,64603,28431,35339,833
11823,25/06/2020,Tamil Nadu,67468,28839,37763,866
11824,26/06/2020,Tamil Nadu,70977,30067,39999,911
11825,27/06/2020,Tamil Nadu,74622,32308,41357,957
11826,28/06/2020,Tamil Nadu,78335,33216,44094,1025
11827,29/06/2020,Tamil Nadu,82275,35659,45537,1079
11828,30/06/2020,Tamil Nadu,86224,37334,47749,1141
11829,01/07/2020,Tamil Nadu,90167,38892,50074,1201
11830,02/07/2020,Tamil Nadu,94049,39859,52926,1264
11831,03/07/2020,Tamil Nadu,98392,41050,56021,1321
11832,04/07/2020,Tamil Nadu,102721,42958,58378,1385
11833,05/07/2020,Tamil Nadu,107001,44959,60592,1450
11834,06/07/2020,Tamil Nadu,111151,46863,62778,1510
11835,07/07/2020,Tamil Nadu,114978,46836,66571,1571
11836,08/07/2020,Tamil Nadu,118594,45842,71116,1636
11837,09/07/2020,Tamil Nadu,122350,46483,74167,1700
11838,10/07/2020,Tamil Nadu,126581,46655,78161,1765
11839,11/07/2020,Tamil Nadu,130261,46108,82324,1829
11840,12/07/2020,Tamil Nadu,134226,46413,85915,1898
11841,13/07/2020,Tamil Nadu,138470,46972,89532,1966
11842,14/07/2020,Tamil Nadu,142798,48199,92567,2032
11843,15/07/2020,Tamil Nadu,147324,47915,97310,2099
11844,16/07/2020,Tamil Nadu,151820,47343,102310,2167
11845,17/07/2020,Tamil Nadu,156369,46717,107416,2236
11846,18/07/2020,Tamil Nadu,160907,47785,110807,2315
11847,19/07/2020,Tamil Nadu,165714,49455,113856,2403
11848,20/07/2020,Tamil Nadu,170693,50297,117915,2481
11849,21/07/2020,Tamil Nadu,175678,51351,121776,2551
11850,22/07/2020,Tamil Nadu,180643,51347,126670,2626
11851,23/07/2020,Tamil Nadu,186492,51765,131583,3144
11852,24/07/2020,Tamil Nadu,192964,52939,136793,3232
11853,25/07/2020,Tamil Nadu,199749,53132,143297,3320
11854,26/07/2020,Tamil Nadu,206737,52273,151055,3409
11855,27/07/2020,Tamil Nadu,213723,53703,156526,3494
11856,28/07/2020,Tamil Nadu,220716,54896,162249,3571
11857,29/07/2020,Tamil Nadu,227688,57073,166956,3659
11858,30/07/2020,Tamil Nadu,234114,57490,172883,3741
11859,31/07/2020,Tamil Nadu,239978,57962,178178,3838
11860,01/08/2020,Tamil Nadu,245859,57968,183956,3935
11861,02/08/2020,Tamil Nadu,251738,56738,190966,4034
11862,03/08/2020,Tamil Nadu,257613,56998,196483,4132
11863,04/08/2020,Tamil Nadu,263222,56698,202283,4241
11864,05/08/2020,Tamil Nadu,268285,55152,208784,4349
11865,06/08/2020,Tamil Nadu,273460,54184,214815,4461
11866,07/08/2020,Tamil Nadu,279144,53486,221087,4571
11867,08/08/2020,Tamil Nadu,285024,52759,227575,4690
11868,09/08/2020,Tamil Nadu,290907,53481,232618,4808
11869,10/08/2020,Tamil Nadu,296901,53336,238638,4927
11870,11/08/2020,Tamil Nadu,302815,53099,244675,5041
11871,12/08/2020,Tamil Nadu,308649,52810,250680,5159
11872,13/08/2020,Tamil Nadu,314520,52929,256313,5278
11873,14/08/2020,Tamil Nadu,320355,53499,261459,5397
11874,15/08/2020,Tamil Nadu,326245,53716,267015,5514
11875,16/08/2020,Tamil Nadu,332105,54213,272251,5641
11876,17/08/2020,Tamil Nadu,338055,54019,278270,5766
11877,18/08/2020,Tamil Nadu,343945,54122,283937,5886
11878,19/08/2020,Tamil Nadu,349654,53860,289787,6007
11879,20/08/2020,Tamil Nadu,355449,53155,296171,6123
11880,21/08/2020,Tamil Nadu,361435,53283,301913,6239
11881,22/08/2020,Tamil Nadu,367430,53413,307677,6340
11882,23/08/2020,Tamil Nadu,373410,53710,313280,6420
11883,24/08/2020,Tamil Nadu,379385,53541,319327,6517
11884,25/08/2020,Tamil Nadu,385352,53282,325456,6614
11885,26/08/2020,Tamil Nadu,391303,52128,332454,6721
11886,27/08/2020,Tamil Nadu,397261,52362,338060,6839
11887,28/08/2020,Tamil Nadu,403242,52364,343930,6948
11888,29/08/2020,Tamil Nadu,409238,52506,349682,7050
11889,30/08/2020,Tamil Nadu,415590,52726,355727,7137
11890,31/08/2020,Tamil Nadu,422085,52721,362133,7231
11891,01/09/2020,Tamil Nadu,428041,52578,368141,7322
11892,02/09/2020,Tamil Nadu,433969,52379,374172,7418
11893,03/09/2020,Tamil Nadu,439959,52380,380063,7516
11894,04/09/2020,Tamil Nadu,445851,52070,386173,7608
11895,05/09/2020,Tamil Nadu,451827,51633,392507,7687
11896,06/09/2020,Tamil Nadu,457697,51583,398366,7748
11897,07/09/2020,Tamil Nadu,463480,51458,404186,7836
11898,08/09/2020,Tamil Nadu,469256,51215,410116,7925
11899,09/09/2020,Tamil Nadu,474940,50213,416715,8012
11900,10/09/2020,Tamil Nadu,480524,49203,423231,8090
11901,11/09/2020,Tamil Nadu,486052,48482,429416,8154
11902,12/09/2020,Tamil Nadu,491571,47918,435422,8231
11903,13/09/2020,Tamil Nadu,497066,47110,441649,8307
11904,14/09/2020,Tamil Nadu,502759,47012,447366,8381
11905,15/09/2020,Tamil Nadu,508511,46912,453165,8434
11906,16/09/2020,Tamil Nadu,514208,46806,458900,8502
11907,17/09/2020,Tamil Nadu,519860,46633,464668,8559
11908,18/09/2020,Tamil Nadu,525420,46610,470192,8618
11909,19/09/2020,Tamil Nadu,530908,46506,475717,8685
11910,20/09/2020,Tamil Nadu,536477,46453,481273,8751
11911,21/09/2020,Tamil Nadu,541993,46703,486479,8811
11912,22/09/2020,Tamil Nadu,547337,46495,491971,8871
11913,23/09/2020,Tamil Nadu,552674,46350,497377,8947
11914,24/09/2020,Tamil Nadu,557999,46249,502740,9010
11915,25/09/2020,Tamil Nadu,563691,46405,508210,9076
11916,26/09/2020,Tamil Nadu,569370,46386,513836,9148
11917,27/09/2020,Tamil Nadu,575017,46336,519448,9233
11918,28/09/2020,Tamil Nadu,580808,46341,525154,9313
11919,29/09/2020,Tamil Nadu,586397,46306,530708,9383
11920,30/09/2020,Tamil Nadu,591943,46281,536209,9453
11921,01/10/2020,Tamil Nadu,597602,46263,541819,9520
11922,02/10/2020,Tamil Nadu,603290,46369,547335,9586
11923,03/10/2020,Tamil Nadu,608885,46294,552938,9653
11924,04/10/2020,Tamil Nadu,614507,46255,558534,9718
11925,05/10/2020,Tamil Nadu,619996,46120,564092,9784
11926,06/10/2020,Tamil Nadu,625391,45881,569664,9846
11927,07/10/2020,Tamil Nadu,630408,45279,575212,9917
11928,08/10/2020,Tamil Nadu,635855,45135,580736,9984
11929,09/10/2020,Tamil Nadu,640943,44437,586454,10052
11930,10/10/2020,Tamil Nadu,646128,44197,591811,10120
11931,11/10/2020,Tamil Nadu,651370,44150,597033,10187
11932,12/10/2020,Tamil Nadu,656385,44095,602038,10252
11933,13/10/2020,Tamil Nadu,661264,43747,607203,10314
11934,14/10/2020,Tamil Nadu,665930,43239,612320,10371
11935,15/10/2020,Tamil Nadu,670392,42566,617403,10423
11936,16/10/2020,Tamil Nadu,674802,41872,622458,10472
11937,17/10/2020,Tamil Nadu,679191,40959,627703,10529
11938,18/10/2020,Tamil Nadu,683486,40192,632708,10586
11939,19/10/2020,Tamil Nadu,687400,39121,637637,10642
11940,20/10/2020,Tamil Nadu,690936,38093,642152,10691
11941,21/10/2020,Tamil Nadu,694030,36734,646555,10741
11942,22/10/2020,Tamil Nadu,697116,35480,650856,10780
11943,23/10/2020,Tamil Nadu,700193,34198,655170,10825
11944,24/10/2020,Tamil Nadu,703250,32960,659432,10858
11945,25/10/2020,Tamil Nadu,706136,31787,663456,10893
11946,26/10/2020,Tamil Nadu,709005,30606,667475,10924
11947,27/10/2020,Tamil Nadu,711713,29268,671489,10956
11948,28/10/2020,Tamil Nadu,714235,27734,675518,10983
11949,29/10/2020,Tamil Nadu,716751,26356,679377,11018
11950,30/10/2020,Tamil Nadu,719403,24886,683464,11053
11951,31/10/2020,Tamil Nadu,722011,23532,687388,11091
11952,01/11/2020,Tamil Nadu,724522,22164,691236,11122
11953,02/11/2020,Tamil Nadu,727026,20994,694880,11152
11954,03/11/2020,Tamil Nadu,729507,19504,698820,11183
11955,04/11/2020,Tamil Nadu,731942,19201,701527,11214
11956,05/11/2020,Tamil Nadu,734429,19154,704031,11244
11957,06/11/2020,Tamil Nadu,736777,19061,706444,11272
11958,07/11/2020,Tamil Nadu,739147,19002,708846,11299
11959,08/11/2020,Tamil Nadu,741488,18966,711198,11324
11960,09/11/2020,Tamil Nadu,743822,18894,713584,11344
11961,10/11/2020,Tamil Nadu,746079,18825,715892,11362
11962,11/11/2020,Tamil Nadu,748225,18709,718129,11387
11963,12/11/2020,Tamil Nadu,750409,18655,720339,11415
11964,13/11/2020,Tamil Nadu,752521,18395,722686,11440
11965,14/11/2020,Tamil Nadu,754460,17748,725258,11454
11966,15/11/2020,Tamil Nadu,756372,17154,727752,11466
11967,16/11/2020,Tamil Nadu,758191,16441,730272,11478
11968,17/11/2020,Tamil Nadu,759916,15765,732656,11495
11969,18/11/2020,Tamil Nadu,761568,15085,734970,11513
11970,19/11/2020,Tamil Nadu,763282,14470,737281,11531
11971,20/11/2020,Tamil Nadu,764989,13907,739532,11550
11972,21/11/2020,Tamil Nadu,766677,13404,741705,11568
11973,22/11/2020,Tamil Nadu,768340,12916,743838,11586
11974,23/11/2020,Tamil Nadu,769995,12542,745848,11605
11975,24/11/2020,Tamil Nadu,771619,12245,747752,11622
11976,25/11/2020,Tamil Nadu,773176,11875,749662,11639
11977,26/11/2020,Tamil Nadu,774710,11520,751535,11655
11978,27/11/2020,Tamil Nadu,776174,11173,753332,11669
11979,28/11/2020,Tamil Nadu,777616,11109,754826,11681
11980,29/11/2020,Tamil Nadu,779046,11073,756279,11694
11981,30/11/2020,Tamil Nadu,780505,11052,757750,11703
11982,01/12/2020,Tamil Nadu,781915,10997,759206,11712
11983,02/12/2020,Tamil Nadu,783319,10980,760617,11722
11984,03/12/2020,Tamil Nadu,784747,10999,762015,11733
11985,04/12/2020,Tamil Nadu,786163,10988,763428,11747
11986,05/12/2020,Tamil Nadu,787554,10938,764854,11762
11987,06/12/2020,Tamil Nadu,788920,10882,766261,11777
11988,07/12/2020,Tamil Nadu,790240,10688,767759,11793
11989,08/12/2020,Tamil Nadu,791552,10695,769048,11809
11990,09/12/2020,Tamil Nadu,792788,10588,770378,11822
11991,10/12/2020,Tamil Nadu,794020,10491,771693,11836
11992,11/12/2020,Tamil Nadu,795240,10392,772995,11853
11993,12/12/2020,Tamil Nadu,796475,10299,774306,11870
11994,13/12/2020,Tamil Nadu,797693,10208,775602,11883
11995,14/12/2020,Tamil Nadu,798888,10115,776878,11895
11996,15/12/2020,Tamil Nadu,800029,10039,778081,11909
11997,17/12/2020,Tamil Nadu,802342,9880,780531,11931
11998,18/12/2020,Tamil Nadu,803516,9829,781745,11942
11999,19/12/2020,Tamil Nadu,804650,9781,782915,11954
12000,20/12/2020,Tamil Nadu,805777,9692,784117,11968
12001,21/12/2020,Tamil Nadu,806891,9593,785315,11983
12002,22/12/2020,Tamil Nadu,807962,9495,786472,11995
12003,23/12/2020,Tamil Nadu,809014,9391,787611,12012
12004,24/12/2020,Tamil Nadu,810080,9314,788742,12024
12005,25/12/2020,Tamil Nadu,811115,9217,789862,12036
12006,26/12/2020,Tamil Nadu,812142,9129,790965,12048
12007,27/12/2020,Tamil Nadu,813161,9039,792063,12059
12008,28/12/2020,Tamil Nadu,814170,8947,793154,12069
12009,29/12/2020,Tamil Nadu,815175,8867,794228,12080
12010,30/12/2020,Tamil Nadu,816132,8747,795293,12092
12011,31/12/2020,Tamil Nadu,817077,8615,796353,12109
12012,03/01/2021,Tamil Nadu,819845,8272,799427,12146
12013,04/01/2021,Tamil Nadu,820712,8127,800429,12156
12014,05/01/2021,Tamil Nadu,821550,7970,801414,12166
12015,06/01/2021,Tamil Nadu,822370,7808,802385,12177
12016,07/01/2021,Tamil Nadu,823181,7665,803328,12188
12017,08/01/2021,Tamil Nadu,823986,7547,804239,12200
12018,09/01/2021,Tamil Nadu,824776,7432,805136,12208
12019,10/01/2021,Tamil Nadu,825537,7304,806018,12215
12020,11/01/2021,Tamil Nadu,826261,7164,806875,12222
12021,12/01/2021,Tamil Nadu,826943,6971,807744,12228
12022,13/01/2021,Tamil Nadu,827614,6807,808571,12236
12023,14/01/2021,Tamil Nadu,828287,6653,809392,12242
12024,15/01/2021,Tamil Nadu,828952,6488,810218,12246
12025,16/01/2021,Tamil Nadu,829573,6299,811023,12251
12026,17/01/2021,Tamil Nadu,830183,6128,811798,12257
12027,18/01/2021,Tamil Nadu,830772,5940,812568,12264
12028,19/01/2021,Tamil Nadu,831323,5725,813326,12272
12029,20/01/2021,Tamil Nadu,831866,5487,814098,12281
12030,21/01/2021,Tamil Nadu,832415,5314,814811,12290
12031,22/01/2021,Tamil Nadu,833011,5196,815516,12299
12032,23/01/2021,Tamil Nadu,833585,5073,816205,12307
12033,24/01/2021,Tamil Nadu,834171,4984,816878,12309
12034,25/01/2021,Tamil Nadu,834740,4904,817520,12316
12035,27/01/2021,Tamil Nadu,835803,4736,818742,12325
12036,28/01/2021,Tamil Nadu,836315,4676,819306,12333
12037,29/01/2021,Tamil Nadu,836818,4629,819850,12339
12038,30/01/2021,Tamil Nadu,837327,4601,820381,12345
12039,31/01/2021,Tamil Nadu,837832,4575,820907,12350
12040,01/02/2021,Tamil Nadu,838340,4554,821430,12356
12041,02/02/2021,Tamil Nadu,838842,4532,821947,12363
12042,03/02/2021,Tamil Nadu,839352,4517,822468,12367
12043,04/02/2021,Tamil Nadu,839866,4494,823001,12371
12044,05/02/2021,Tamil Nadu,840360,4467,823518,12375
12045,06/02/2021,Tamil Nadu,840849,4446,824024,12379
12046,07/02/2021,Tamil Nadu,841326,4417,824527,12382
12047,08/02/2021,Tamil Nadu,841797,4389,825025,12383
12048,09/02/2021,Tamil Nadu,842261,4354,825520,12387
12049,10/02/2021,Tamil Nadu,842730,4328,826011,12391
12050,11/02/2021,Tamil Nadu,843209,4309,826504,12396
12051,12/02/2021,Tamil Nadu,843690,4294,826994,12402
12052,13/02/2021,Tamil Nadu,844173,4285,827480,12408
12053,14/02/2021,Tamil Nadu,844650,4275,827962,12413
12054,15/02/2021,Tamil Nadu,845120,4260,828441,12419
12055,16/02/2021,Tamil Nadu,845575,4232,828918,12425
12056,17/02/2021,Tamil Nadu,846026,4206,829388,12432
12057,18/02/2021,Tamil Nadu,846480,4192,829850,12438
12058,19/02/2021,Tamil Nadu,846937,4173,830320,12444
12059,20/02/2021,Tamil Nadu,847385,4147,830787,12451
12060,21/02/2021,Tamil Nadu,847823,4120,831246,12457
12061,22/02/2021,Tamil Nadu,848275,4109,831706,12460
12062,23/02/2021,Tamil Nadu,848724,4091,832167,12466
12063,24/02/2021,Tamil Nadu,849166,4074,832620,12472
12064,25/02/2021,Tamil Nadu,849629,4062,833089,12478
12065,26/02/2021,Tamil Nadu,850096,4053,833560,12483
12066,27/02/2021,Tamil Nadu,850577,4046,834043,12488
12067,01/03/2021,Tamil Nadu,851542,4022,835024,12496
12068,02/03/2021,Tamil Nadu,852016,4009,835506,12501
12069,03/03/2021,Tamil Nadu,852478,3997,835979,12502
12070,04/03/2021,Tamil Nadu,852967,3990,836473,12504
12071,06/03/2021,Tamil Nadu,853992,3954,837525,12513
12072,07/03/2021,Tamil Nadu,854554,3952,838085,12517
12073,08/03/2021,Tamil Nadu,855121,3997,838606,12518
12074,09/03/2021,Tamil Nadu,855677,4018,839138,12521
12075,10/03/2021,Tamil Nadu,856246,4073,839648,12525
12076,11/03/2021,Tamil Nadu,856917,4207,840180,12530
12077,13/03/2021,Tamil Nadu,858272,4483,841250,12539
12078,14/03/2021,Tamil Nadu,858967,4662,841762,12543
12079,15/03/2021,Tamil Nadu,859726,4870,842309,12547
12080,16/03/2021,Tamil Nadu,860562,5149,842862,12551
12081,17/03/2021,Tamil Nadu,861429,5450,843423,12556
12082,18/03/2021,Tamil Nadu,862374,5811,843999,12564
12083,19/03/2021,Tamil Nadu,863363,6222,844568,12573
12084,20/03/2021,Tamil Nadu,864450,6690,845178,12582
12085,21/03/2021,Tamil Nadu,865693,7291,845812,12590
12086,22/03/2021,Tamil Nadu,866982,7903,846480,12599
12087,23/03/2021,Tamil Nadu,868367,8619,847139,12609
12088,24/03/2021,Tamil Nadu,869804,9145,848041,12618
12089,25/03/2021,Tamil Nadu,871440,9746,849064,12630
12090,27/03/2021,Tamil Nadu,875190,11318,851222,12650
12091,28/03/2021,Tamil Nadu,877279,12157,852463,12659
12092,29/03/2021,Tamil Nadu,879473,13070,853733,12670
12093,30/03/2021,Tamil Nadu,881752,13983,855085,12684
12094,31/03/2021,Tamil Nadu,884094,14846,856548,12700
12095,01/04/2021,Tamil Nadu,886673,15879,858075,12719
12096,02/04/2021,Tamil Nadu,889490,17043,859709,12738
12097,03/04/2021,Tamil Nadu,892780,18606,861424,12750
12098,04/04/2021,Tamil Nadu,896226,20204,863258,12764
12099,05/04/2021,Tamil Nadu,899807,21958,865071,12778
12100,06/04/2021,Tamil Nadu,903479,23777,866913,12789
12101,07/04/2021,Tamil Nadu,907124,25598,868722,12804
12102,08/04/2021,Tamil Nadu,911110,27743,870546,12821
12103,09/04/2021,Tamil Nadu,915386,30131,872415,12840
12104,10/04/2021,Tamil Nadu,920827,33659,874305,12863
12105,11/04/2021,Tamil Nadu,926816,37673,876257,12886
12106,12/04/2021,Tamil Nadu,933434,41955,878571,12908
12107,13/04/2021,Tamil Nadu,940145,46308,880910,12927
12108,14/04/2021,Tamil Nadu,947129,49985,884199,12945
12109,15/04/2021,Tamil Nadu,954948,54315,887663,12970
12110,16/04/2021,Tamil Nadu,962935,58097,891839,12999
12111,12/03/2020,Telangana,1,1,0,0
12112,13/03/2020,Telangana,1,1,0,0
12113,14/03/2020,Telangana,1,1,0,0
12114,15/03/2020,Telangana,3,2,1,0
12115,16/03/2020,Telangana,3,2,1,0
12116,17/03/2020,Telangana,5,4,1,0
12117,18/03/2020,Telangana,5,4,1,0
12118,19/03/2020,Telangana,6,5,1,0
12119,20/03/2020,Telangana,16,15,1,0
12120,21/03/2020,Telangana,19,18,1,0
12121,22/03/2020,Telangana,22,21,1,0
12122,23/03/2020,Telangana,32,31,1,0
12123,24/03/2020,Telangana,32,31,1,0
12124,25/03/2020,Telangana,35,34,1,0
12125,26/03/2020,Telangana,41,40,1,0
12126,27/03/2020,Telangana,45,44,1,0
12127,28/03/2020,Telangana,56,55,1,0
12128,29/03/2020,Telangana,66,64,1,1
12129,30/03/2020,Telangana,69,67,1,1
12130,31/03/2020,Telangana,79,77,1,1
12131,01/04/2020,Telangana,94,90,1,3
12132,02/04/2020,Telangana,96,92,1,3
12133,03/04/2020,Telangana,107,103,1,3
12134,04/04/2020,Telangana,158,150,1,7
12135,05/04/2020,Telangana,269,230,32,7
12136,06/04/2020,Telangana,321,280,34,7
12137,07/04/2020,Telangana,321,280,34,7
12138,08/04/2020,Telangana,364,322,35,7
12139,09/04/2020,Telangana,427,385,35,7
12140,10/04/2020,Telangana,442,400,35,7
12141,11/04/2020,Telangana,473,423,43,7
12142,12/04/2020,Telangana,504,452,43,9
12143,13/04/2020,Telangana,504,452,43,9
12144,14/04/2020,Telangana,562,446,100,16
12145,15/04/2020,Telangana,624,507,100,17
12146,16/04/2020,Telangana,647,509,120,18
12147,17/04/2020,Telangana,700,496,186,18
12148,18/04/2020,Telangana,766,562,186,18
12149,19/04/2020,Telangana,809,605,186,18
12150,20/04/2020,Telangana,844,640,186,18
12151,21/04/2020,Telangana,873,660,190,23
12152,22/04/2020,Telangana,928,711,194,23
12153,23/04/2020,Telangana,945,728,194,23
12154,24/04/2020,Telangana,960,739,197,24
12155,25/04/2020,Telangana,984,705,253,26
12156,26/04/2020,Telangana,991,685,280,26
12157,27/04/2020,Telangana,1002,696,280,26
12158,28/04/2020,Telangana,1004,657,321,26
12159,29/04/2020,Telangana,1004,657,321,26
12160,30/04/2020,Telangana,1012,619,367,26
12161,01/05/2020,Telangana,1038,615,397,26
12162,02/05/2020,Telangana,1039,572,441,26
12163,03/05/2020,Telangana,1063,577,458,28
12164,04/05/2020,Telangana,1082,563,490,29
12165,05/05/2020,Telangana,1085,471,585,29
12166,06/05/2020,Telangana,1096,482,585,29
12167,07/05/2020,Telangana,1107,450,628,29
12168,08/05/2020,Telangana,1123,444,650,29
12169,09/05/2020,Telangana,1133,404,700,29
12170,10/05/2020,Telangana,1163,383,750,30
12171,11/05/2020,Telangana,1196,416,750,30
12172,12/05/2020,Telangana,1275,445,800,30
12173,13/05/2020,Telangana,1326,464,830,32
12174,14/05/2020,Telangana,1367,393,940,34
12175,15/05/2020,Telangana,1414,430,950,34
12176,16/05/2020,Telangana,1454,461,959,34
12177,17/05/2020,Telangana,1509,504,971,34
12178,18/05/2020,Telangana,1551,525,992,34
12179,19/05/2020,Telangana,1597,562,1000,35
12180,20/05/2020,Telangana,1634,586,1010,38
12181,21/05/2020,Telangana,1661,606,1015,40
12182,22/05/2020,Telangana,1699,619,1035,45
12183,23/05/2020,Telangana,1761,673,1043,45
12184,24/05/2020,Telangana,1813,699,1065,49
12185,25/05/2020,Telangana,1854,711,1090,53
12186,26/05/2020,Telangana,1920,700,1164,56
12187,27/05/2020,Telangana,1991,650,1284,57
12188,28/05/2020,Telangana,2098,751,1284,63
12189,29/05/2020,Telangana,2256,844,1345,67
12190,30/05/2020,Telangana,2425,973,1381,71
12191,31/05/2020,Telangana,2499,1010,1412,77
12192,01/06/2020,Telangana,2698,1188,1428,82
